,doi,TC,RTC,CPR,RCPR,PR,RPR,MSC,RMSC
3122,10.1023/A:1008820505350,1,8726.5,0.15315938,3118.5,1.4070531,4611,1,9216
3123,10.1016/j.jaccedu.2010.07.004,1,8726.5,0.15315938,3118.5,1.4070531,4611,1,9216
3124,10.1371/journal.pone.0015589,1,8726.5,0.15315938,3118.5,1.4070531,4611,1,9216
3125,10.1007/s11192-011-0486-7,1,8726.5,0.15315938,3118.5,1.4070531,4611,1,9216
3126,10.1007/s11192-010-0198-4,4,1339.5,0.153159186,3127,1.703730095,877,5,1268.5
3127,10.1016/j.respol.2010.12.001,2,3319,0.153158933,3128,1.386293923,6168,3,2518
3128,10.1086/261725,2,3319,0.153156832,3129,1.43499171,3629,2,4105.5
3129,10.1002/asi.23135,4,1339.5,0.153156772,3130,1.44211142,3397,5,1268.5
3130,10.1126/science.1127647,1,8726.5,0.153155386,3131.5,1.383678962,6370.5,1,9216
3131,10.1145/355598.362773,1,8726.5,0.153155386,3131.5,1.383678962,6370.5,1,9216
3132,10.1016/j.respol.2008.04.020,5,955.5,0.153154939,3133,1.52698863,1920,5,1268.5
3133,10.1162/qss_a_00068,2,3319,0.15315327,3134,1.400302258,5018,4,1732.5
3134,10.1007/s11192-020-03721-0,1,8726.5,0.153149351,3135,1.350226286,11067,2,4105.5
3135,10.1007/s11192-015-1637-z,2,3319,0.153149292,3136,1.404021621,4774,3,2518
3136,10.1073/pnas.74.12.5463,1,8726.5,0.153148234,3137,1.351911371,10814.5,2,4105.5
3137,10.1016/j.techfore.2012.01.009,2,3319,0.153147697,3138,1.399802832,5034,3,2518
3138,10.1007/s10648-015-9355-x,2,3319,0.153146133,3139,1.377119725,7009.5,3,2518
3139,10.1002/asi.23396,2,3319,0.153143868,3140,1.466217362,2809,2,4105.5
3140,10.1016/0304-4076(86)90002-3,2,3319,0.153143302,3141,1.420273026,4066,2,4105.5
3141,10.1103/PhysRevE.68.026113,2,3319,0.153142169,3142,1.516619704,2020,2,4105.5
3142,10.1016/j.respol.2007.02.004,2,3319,0.153140575,3143,1.411829463,4356,3,2518
3143,10.1007/s11192-012-0890-7,4,1339.5,0.153139561,3144,1.541711436,1759,4,1732.5
3144,10.3152/095820210X514210;,4,1339.5,0.153137282,3145,1.597983422,1311.5,5,1268.5
3145,10.1007/s11222-017-9754-6,1,8726.5,0.153135926,3146,1.349532943,11162,2,4105.5
3146,10.1016/j.techfore.2016.04.021,1,8726.5,0.153132096,3147,1.388102485,6005.5,2,4105.5
3147,10.7554/eLife.52646,2,3319,0.153129488,3148,1.441412114,3490.5,3,2518
3148,10.1111/j.1468-0327.2009.00238.x,2,3319,0.153128237,3149,1.452335665,3097,3,2518
3149,10.1002/asi.23489,2,3319,0.153126404,3150,1.442113407,3396,2,4105.5
3150,10.1080/10438599700000006,5,955.5,0.153126031,3151,1.652520937,1073,5,1268.5
3151,10.32614/RJ-2011-006,1,8726.5,0.153125063,3152,1.396328618,5278.5,1,9216
3152,10.1023/A:1010519000767,1,8726.5,0.153124198,3153,1.395209794,5442,1,9216
3153,10.1007/s11192-018-2793-8,2,3319,0.153123111,3154,1.388351541,5986,2,4105.5
3154,10.1007/s11192-014-1510-5,3,1999.5,0.153122425,3155,1.465963096,2814,4,1732.5
3155,10.1007/s11192-016-2087-y,1,8726.5,0.15312174,3157,1.375274958,7156.5,2,4105.5
3156,10.1007/s10961-012-9272-9,1,8726.5,0.15312174,3157,1.375274958,7156.5,2,4105.5
3157,10.1038/s41467-018-07034-y,1,8726.5,0.15312174,3157,1.375274958,7156.5,2,4105.5
3158,10.1093/icc/dtq073,2,3319,0.153120428,3159,1.401585095,4972,3,2518
3159,10.1007/s11192-013-1061-1,2,3319,0.153118879,3160,1.495574635,2300,3,2518
3160,10.1108/OIR-01-2019-0037,1,8726.5,0.153118089,3161.5,1.37317542,7414,2,4105.5
3161,10.1002/asi.23821,1,8726.5,0.153118089,3161.5,1.37317542,7414,2,4105.5
3162,10.1016/0306-4573(94)90069-8,1,8726.5,0.153114125,3163.5,1.379266646,6847,1,9216
3163,10.1108/AJIM-06-2018-0152,1,8726.5,0.153114125,3163.5,1.379266646,6847,1,9216
3164,10.1007/s11192-016-1936-z,2,3319,0.153111517,3165,1.488230573,2415,2,4105.5
3165,10.1177/0306312711435830,3,1999.5,0.153111398,3166,1.416725722,4174,3,2518
3166,10.1007/s11192-012-0834-2,4,1339.5,0.153109029,3167,1.509290004,2132,4,1732.5
3167,10.1016/j.joi.2017.08.008,1,8726.5,0.153108597,3168,1.402993104,4837.5,2,4105.5
3168,10.1007/s11192-017-2380-4,1,8726.5,0.153108329,3170,1.371370289,7672,2,4105.5
3169,10.1186/s40604-015-0027-0,1,8726.5,0.153108329,3170,1.37317542,7414,2,4105.5
3170,10.1111/j.1467-6419.2010.00648.x,1,8726.5,0.153108329,3170,1.37317542,7414,2,4105.5
3171,10.1002/asi.24336,1,8726.5,0.15310812,3173,1.382217911,6464.5,1,9216
3172,10.1007/BF02017061,1,8726.5,0.15310812,3173,1.382217911,6464.5,1,9216
3173,10.22201/iibi.24488321xe.2019.79.57930,1,8726.5,0.15310812,3173,1.382217911,6464.5,1,9216
3174,10.1007/s11192-014-1238-2,2,3319,0.153107747,3175,1.415956636,4235,4,1732.5
3175,10.5195/JMLA.2018.280,2,3319,0.15310511,3176,1.407452547,4567,2,4105.5
3176,10.1007/s11192-016-2073-4,2,3319,0.153104857,3177,1.408691158,4529,2,4105.5
3177,10.1002/asi.20868,2,3319,0.153104678,3178,1.421426811,4044,2,4105.5
3178,10.1002/asi.21062,5,955.5,0.153101802,3179,1.827584936,601,5,1268.5
3179,10.1136/bmj.320.7247.1468,1,8726.5,0.153101563,3180,1.408424493,4533,1,9216
3180,10.1016/j.respol.2016.05.009,5,955.5,0.15309839,3181,1.483412774,2471,5,1268.5
3181,10.1371/journal.pone.0210236,2,3319,0.153095618,3182,1.409128135,4506,2,4105.5
3182,10.1007/s11192-018-2994-1,2,3319,0.153095216,3183,1.42394974,3931,4,1732.5
3183,10.1016/0378-8733(91)90001-A,2,3319,0.153093204,3184,1.54549905,1716,3,2518
3184,10.1371/journal.pone.0127502,2,3319,0.153093159,3185,1.521066509,1973,3,2518
3185,10.1371/journal.pbio.1002003,3,1999.5,0.153092176,3186,1.542471411,1750,3,2518
3186,10.1146/annurev.soc.27.1.415,6,723.5,0.153090283,3187,1.619919065,1202,7,786
3187,10.2298/SGS1004201J,1,8726.5,0.15308775,3188,1.386836745,6038.5,1,9216
3188,10.1126/science.1199644,3,1999.5,0.153087452,3189,1.512341355,2075,4,1732.5
3189,10.1126/sciadv.abd0299,4,1339.5,0.153087363,3190,1.488958696,2408,5,1268.5
3190,10.1002/asi.21457,2,3319,0.153087243,3191,1.466780735,2802,2,4105.5
3191,10.1145/2487788.2488091,1,8726.5,0.153085694,3192,1.372991641,7490.5,2,4105.5
3192,10.1371/journal.pone.0090147,1,8726.5,0.153084546,3193,1.386541266,6136,2,4105.5
3193,10.1086/261420,2,3319,0.153083563,3194,1.41604117,4233,2,4105.5
3194,10.1016/j.ijmedinf.2010.06.003,1,8726.5,0.153077424,3195,1.350104365,11083,2,4105.5
3195,10.1007/s00182-017-0582-x,1,8726.5,0.153074771,3196,1.395245939,5427.5,2,4105.5
3196,10.1109/TVCG.2011.185,2,3319,0.153074577,3197,1.393005714,5533,2,4105.5
3197,10.1080/08989621.2013.767124,2,3319,0.153073326,3198,1.466961223,2797,3,2518
3198,10.1007/s00005-009-0008-y,3,1999.5,0.153070301,3199,1.497217698,2274,3,2518
3199,10.1016/j.joi.2015.04.006,1,8726.5,0.153069928,3200,1.363910353,8657,2,4105.5
3200,10.1002/asi.20199,1,8726.5,0.153068975,3201,1.378965548,6896,2,4105.5
3201,10.1007/s11192-007-1694-z,2,3319,0.15306595,3202,1.415753,4254,3,2518
3202,10.1007/s11192-016-2138-4,4,1339.5,0.153064847,3203,1.576604229,1457,5,1268.5
3203,10.1007/s11192-012-0677-x,4,1339.5,0.153064594,3204,1.626720675,1171,4,1732.5
3204,10.1090/S0002-9939-1956-0078686-7,2,3319,0.15306291,3205,1.405268643,4739,2,4105.5
3205,10.2307/1882010,2,3319,0.153061226,3206,1.409954504,4465,2,4105.5
3206,10.1016/j.joi.2018.06.006,5,955.5,0.153061002,3207,1.553466479,1644,5,1268.5
3207,10.1007/s11192-011-0443-5,2,3319,0.153059989,3208,1.512906833,2067,2,4105.5
3208,10.1002/asi.22873,4,1339.5,0.153058812,3209,1.522813256,1954,4,1732.5
3209,10.1001/jama.1994.03510300044036,3,1999.5,0.153058425,3210,1.453376283,3069,4,1732.5
3210,10.1016/j.omega.2010.09.004,2,3319,0.153058067,3211,1.424355044,3919,2,4105.5
3211,10.1257/000282804322970814,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3212,10.1162/REST_a_00072,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3213,10.1111/joie.12024,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3214,10.1111/twec.12032,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3215,10.1111/1468-0262.00467,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3216,10.1111/caje.12161,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3217,10.1162/qjec.122.2.569,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3218,10.1016/j.jinteco.2005.04.001,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3219,10.1111/1468-0262.00352,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3220,10.3386/w20014,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3221,10.1016/j.econlet.2011.12.063,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3222,10.1093/restud/rdv039,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3223,10.3982/ECTA8346,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3224,10.1111/j.1467-9701.2012.01453.x,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3225,10.1016/j.respol.2013.09.001,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3226,10.1257/jel.52.2.375,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3227,10.1257/aer.104.7.1979,1,8726.5,0.153057367,3220,1.406013024,4713,1,9216
3228,10.1002/asi.21636,2,3319,0.153056294,3229,1.472959917,2678,2,4105.5
3229,10.1016/j.ejor.2008.01.032,2,3319,0.153055489,3230.5,1.410237546,4456.5,2,4105.5
3230,10.1016/S0377-2217(03)00174-7,2,3319,0.153055489,3230.5,1.410237546,4456.5,2,4105.5
3231,10.1177/016555158400900209,1,8726.5,0.15305531,3232,1.37326735,7342.5,2,4105.5
3232,10.1126/scitranslmed.aaq1787,1,8726.5,0.153054476,3233,1.349531377,11209.5,2,4105.5
3233,10.18637/jss.v011.i10,1,8726.5,0.153052181,3234,1.440319388,3507,1,9216
3234,10.1016/j.joi.2018.03.006,1,8726.5,0.153048411,3235.5,1.405234165,4742.5,1,9216
3235,10.1007/s11192-019-03114-y,1,8726.5,0.153048411,3235.5,1.405234165,4742.5,1,9216
3236,10.1016/j.techfore.2017.10.002,3,1999.5,0.153047577,3237,1.493152259,2324,4,1732.5
3237,10.18637/jss.v025.i05,1,8726.5,0.153046995,3238,1.396328618,5278.5,2,4105.5
3238,10.1177/030631293023002004,8,449,0.153044686,3239,1.689237699,933,8,625
3239,10.1023/A:1021963010621,1,8726.5,0.153043181,3240,1.381387262,6637.5,2,4105.5
3240,10.1038/387341a0,3,1999.5,0.153043151,3241,1.535204116,1815,3,2518
3241,10.1145/1852102.1852106,1,8726.5,0.153042689,3242,1.392420972,5620.5,2,4105.5
3242,10.4218/etrij.12.1711.0010,2,3319,0.153042316,3243,1.383257276,6389.5,4,1732.5
3243,10.1007/s11192-017-2261-x,1,8726.5,0.153039932,3244.5,1.413242162,4322,1,9216
3244,10.1007/s11192-016-1914-5,1,8726.5,0.153039932,3244.5,1.413242162,4322,1,9216
3245,10.1016/j.dss.2014.02.003,1,8726.5,0.153036386,3246.5,1.41034405,4434,1,9216
3246,10.1111/j.1467-9868.2007.00627.x,1,8726.5,0.153036386,3246.5,1.41034405,4434,1,9216
3247,10.1093/reseval/rvv008,1,8726.5,0.15303421,3248,1.409941287,4469,2,4105.5
3248,10.1145/219717.219748,4,1339.5,0.153034031,3249,1.564135142,1558,4,1732.5
3249,10.1016/j.neucom.2012.09.008,1,8726.5,0.153032392,3250,1.406805922,4650,1,9216
3250,10.3102/00028312021001213,1,8726.5,0.153031603,3253.5,1.371370289,7672,2,4105.5
3251,10.1080/13583883.2017.1395905,1,8726.5,0.153031603,3253.5,1.371370289,7672,2,4105.5
3252,10.1086/222753,1,8726.5,0.153031603,3253.5,1.371370289,7672,2,4105.5
3253,10.1007/s11192-013-1052-2,1,8726.5,0.153031603,3253.5,1.371370289,7672,2,4105.5
3254,10.1162/qss_a_00156,1,8726.5,0.153031603,3253.5,1.371370289,7672,2,4105.5
3255,10.1007/s10734-005-0097-4,1,8726.5,0.153031603,3253.5,1.371370289,7672,2,4105.5
3256,10.1007/BF02017729,6,723.5,0.15303053,3257,1.904188707,480,6,987.5
3257,10.1007/s11051-007-9224-8,2,3319,0.153030485,3258,1.385342303,6189,3,2518
3258,10.1080/10437797.2004.10778484,1,8726.5,0.153030202,3259,1.347272385,11442.5,3,2518
3259,10.1057/eps.2009.19,3,1999.5,0.153029501,3260,1.589314458,1362,3,2518
3260,10.1007/s11192-017-2242-0,2,3319,0.153029218,3261,1.47261389,2681,3,2518
3261,10.1021/ci0342472,1,8726.5,0.153028414,3262,1.407178482,4581,1,9216
3262,10.2307/2532051,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3263,10.3115/1118108.1118117,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3264,10.1007/s11135-010-9421-x,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3265,10.1093/comnet/cnu039,1,8726.5,0.153028011,3269.5,1.395657759,5380.5,1,9216
3266,10.1038/srep05547,1,8726.5,0.153028011,3269.5,1.395657759,5380.5,1,9216
3267,10.1186/s13326-015-0037-x,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3268,10.1007/s11192-007-1862-1,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3269,10.1016/j.respol.2010.02.009,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3270,10.1186/s13673-019-0192-7,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3271,10.4304/jcp.7.12.2913-2920,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3272,10.1016/S0196-0644(05)80225-2,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3273,10.1145/1882471.1882479,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3274,10.1002/asi.24452,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3275,10.1109/ICCCNT45670.2019.8944460,1,8726.5,0.153028011,3269.5,1.402938794,4875,1,9216
3276,10.1016/j.ipm.2005.03.010,2,3319,0.153026059,3277,1.378518451,6926,4,1732.5
3277,10.1002/asi.22931,2,3319,0.153024241,3278,1.543587896,1741,3,2518
3278,10.1007/s11192-005-0240-0,2,3319,0.153023839,3279,1.416895107,4169,2,4105.5
3279,10.1023/A:1016070029935,5,955.5,0.153022721,3280,1.551829093,1657,5,1268.5
3280,10.1007/s11192-011-0415-9,1,8726.5,0.15302211,3281.5,1.371370289,7672,2,4105.5
3281,10.1007/s11192-018-2890-8,1,8726.5,0.15302211,3281.5,1.371370289,7672,2,4105.5
3282,10.1007/BF02457431,1,8726.5,0.153019905,3284,1.377113374,7031.5,1,9216
3283,10.1111/j.1365-294X.2010.04955.x,1,8726.5,0.153019905,3284,1.377113374,7031.5,1,9216
3284,10.1177/0149206307308587,1,8726.5,0.153019905,3284,1.377113374,7031.5,1,9216
3285,10.1126/science.352.6289.1067,1,8726.5,0.1530191,3286,1.385521151,6182.5,1,9216
3286,10.1111/obr.12372,2,3319,0.153018087,3287,1.448275504,3214,2,4105.5
3287,10.1086/698133,1,8726.5,0.153017029,3288,1.342632455,12052.5,2,4105.5
3288,10.1126/scitranslmed.3002842,1,8726.5,0.153015003,3290.5,1.38081315,6670,1,9216
3289,10.1038/nm1100,1,8726.5,0.153015003,3290.5,1.38081315,6670,1,9216
3290,10.1016/j.bbamcr.2006.10.001,1,8726.5,0.153015003,3290.5,1.38081315,6670,1,9216
3291,10.18632/oncotarget.2014,1,8726.5,0.153015003,3290.5,1.38081315,6670,1,9216
3292,10.1007/BF00179206,1,8726.5,0.153014541,3293,1.39340082,5509,1,9216
3293,10.1023/A:1010520913124,2,3319,0.153014362,3294,1.456804273,3001,3,2518
3294,10.1016/j.joi.2018.10.003,3,1999.5,0.153010666,3295,1.556967842,1604,3,2518
3295,10.1016/j.joi.2006.09.002,3,1999.5,0.153010145,3296,1.589465047,1357,3,2518
3296,10.1016/j.joi.2010.10.004,1,8726.5,0.1530094,3297.5,1.38941496,5881.5,1,9216
3297,10.1007/s11192-019-03286-7,1,8726.5,0.1530094,3297.5,1.38941496,5881.5,1,9216
3298,10.1007/BF02093624,1,8726.5,0.153007835,3299.5,1.403682947,4803,1,9216
3299,10.1016/j.elerap.2007.05.004,1,8726.5,0.153007835,3299.5,1.403682947,4803,1,9216
3300,10.1103/PhysRevE.80.057101,2,3319,0.153003529,3301,1.402174179,4958.5,2,4105.5
3301,10.1016/j.econedurev.2005.02.005,3,1999.5,0.153003231,3302,1.473456236,2666,4,1732.5
3302,10.1002/aris.2010.1440440108,4,1339.5,0.153003111,3303,1.615396323,1225,4,1732.5
3303,10.1016/j.joi.2011.12.002,4,1339.5,0.153000504,3304,1.515558689,2028,4,1732.5
3304,10.1111/j.1467-8497.2012.01625.x,1,8726.5,0.15299961,3305,1.389657161,5819,1,9216
3305,10.1140/epjst/e2010-01179-1,2,3319,0.152997911,3306,1.399787342,5040,3,2518
3306,10.1038/embor.2009.74,4,1339.5,0.152997732,3307,1.658601593,1047,4,1732.5
3307,10.1007/BF02459613,1,8726.5,0.152997166,3308,1.379798774,6726.5,1,9216
3308,10.1016/0377-2217(84)90006-7,1,8726.5,0.152996168,3309,1.397877277,5202,2,4105.5
3309,10.2174/1874213000801010014,2,3319,0.152993441,3310,1.542043784,1755,2,4105.5
3310,10.1007/s11192-011-0371-4,2,3319,0.152990028,3311,1.483402221,2472,2,4105.5
3311,10.3152/147154306781778777,3,1999.5,0.152989089,3312,1.501995392,2205,3,2518
3312,10.1023/A:1016057727209,5,955.5,0.152989015,3313,1.600150973,1300,6,987.5
3313,10.1023/A:1007921808138,2,3319,0.152988836,3314,1.424355044,3919,2,4105.5
3314,10.1007/s10734-015-9951-1,1,8726.5,0.152988434,3315.5,1.392806789,5571.5,2,4105.5
3315,10.1016/j.techfore.2016.08.011,1,8726.5,0.152988434,3315.5,1.392806789,5571.5,2,4105.5
3316,10.1038/502291a,2,3319,0.152983382,3317,1.460236911,2908,2,4105.5
3317,10.1016/j.respol.2015.05.008,3,1999.5,0.152983129,3318,1.449836713,3184,4,1732.5
3318,10.1016/j.joi.2017.02.004,2,3319,0.152981281,3319,1.398958341,5157,3,2518
3319,10.1016/j.respol.2020.103987,2,3319,0.152981013,3320,1.376296443,7081,2,4105.5
3320,10.1016/j.respol.2015.09.001,2,3319,0.152980939,3321,1.484061524,2459,2,4105.5
3321,10.1353/pbm.1988.0009,3,1999.5,0.152980283,3322,1.500883033,2209,3,2518
3322,10.1126/science.327.5964.407,1,8726.5,0.152980104,3323,1.340660491,12389.5,3,2518
3323,10.1109/TBDATA.2016.2546302,1,8726.5,0.152978659,3324,1.383678962,6370.5,2,4105.5
3324,10.5210/fm.v18i5.4366,2,3319,0.152978271,3325,1.483549442,2468,2,4105.5
3325,10.1023/A:1014800407876,5,955.5,0.152973011,3326,1.647047566,1089,5,1268.5
3326,10.1016/j.joi.2018.09.007,3,1999.5,0.152969375,3327,1.417821203,4139,3,2518
3327,10.1093/sf/71.1.159,4,1339.5,0.152967572,3328,1.558951727,1593,5,1268.5
3328,10.1007/s11192-006-0098-9,4,1339.5,0.15296571,3329,1.445293599,3323,4,1732.5
3329,10.1007/s11192-011-0490-y,1,8726.5,0.15296118,3330,1.395950917,5331.5,1,9216
3330,10.1016/j.joi.2015.10.005,3,1999.5,0.152960941,3331,1.437159757,3573,5,1268.5
3331,10.1214/009053606000000272,1,8726.5,0.152958006,3332.5,1.391961212,5686,2,4105.5
3332,10.1111/j.2517-6161.1991.tb01821.x,1,8726.5,0.152958006,3332.5,1.391961212,5686,2,4105.5
3333,10.7717/peerj-cs.32,1,8726.5,0.152957499,3334,1.414267026,4302,1,9216
3334,10.1093/reseval/rvu035,4,1339.5,0.15295586,3335,1.653284256,1071,4,1732.5
3335,10.1023/A:1022070227966,2,3319,0.152955368,3336,1.438512105,3543,2,4105.5
3336,10.1016/j.econlet.2019.02.017,1,8726.5,0.15294978,3341,1.369662598,7887,2,4105.5
3337,10.3145/epi.2016.may.13,1,8726.5,0.15294978,3341,1.369662598,7887,2,4105.5
3338,10.1126/sciadv.abe4639,1,8726.5,0.15294978,3341,1.369662598,7887,2,4105.5
3339,10.1177/0894439315589146,1,8726.5,0.15294978,3341,1.369662598,7887,2,4105.5
3340,10.1016/j.jclinepi.2021.01.018,1,8726.5,0.15294978,3341,1.369662598,7887,2,4105.5
3341,10.1087/20150303,1,8726.5,0.15294978,3341,1.369662598,7887,2,4105.5
3342,10.1139/facets-2018-0039,1,8726.5,0.15294978,3341,1.369662598,7887,2,4105.5
3343,10.1016/j.annals.2015.03.003,1,8726.5,0.15294978,3341,1.369662598,7887,2,4105.5
3344,10.1007/s11192-019-03332-4,1,8726.5,0.15294978,3341,1.369662598,7887,2,4105.5
3345,10.3109/17453679809000920,3,1999.5,0.152948961,3346,1.523531619,1950,3,2518
3346,10.1016/j.jengtecman.2004.11.002,2,3319,0.152948931,3347,1.456101492,3023,3,2518
3347,10.1111/j.1467-9531.2006.00176.x,2,3319,0.152946919,3348,1.400401426,5015.5,2,4105.5
3348,10.1109/TCSS.2019.2898198,2,3319,0.152943864,3349,1.406511462,4666,4,1732.5
3349,10.1016/j.tranpol.2006.12.002,1,8726.5,0.152942479,3352,1.395881809,5344.5,2,4105.5
3350,10.2307/353602,1,8726.5,0.152942479,3352,1.395881809,5344.5,2,4105.5
3351,10.1016/j.eeh.2012.03.001,1,8726.5,0.152942479,3352,1.395881809,5344.5,2,4105.5
3352,10.1016/0277-9536(94)90427-8,1,8726.5,0.152942479,3352,1.395881809,5344.5,2,4105.5
3353,10.1016/j.jue.2007.06.004,1,8726.5,0.152942479,3352,1.395881809,5344.5,2,4105.5
3354,10.1007/s11192-013-1181-7,2,3319,0.152942032,3355,1.403187154,4818,2,4105.5
3355,10.1016/j.joi.2014.05.003,2,3319,0.152941689,3356,1.426412658,3857,3,2518
3356,10.1093/rev/3.1.25,2,3319,0.15294078,3357,1.432805113,3701,2,4105.5
3357,10.1007/s10100-018-0572-5,1,8726.5,0.15293923,3358,1.39340082,5509,2,4105.5
3358,10.1162/003355398555595,2,3319,0.152938664,3359,1.375328656,7150.5,2,4105.5
3359,10.1108/00012530310498950,1,8726.5,0.152937934,3360,1.379369509,6793,1,9216
3360,10.2307/20062059,4,1339.5,0.152936384,3361,1.741489094,792,4,1732.5
3361,10.3145/epi.2012.mar.01,1,8726.5,0.152935937,3362,1.384919259,6213,1,9216
3362,10.1002/asi.20262,4,1339.5,0.152935416,3363,1.606110011,1273,4,1732.5
3363,10.1177/0038040714547770,1,8726.5,0.152934954,3364,1.344858654,11770,3,2518
3364,10.1093/nar/gkl037,1,8726.5,0.152934626,3365,1.377365387,6990,1,9216
3365,10.1111/radm.12210,1,8726.5,0.152934372,3367,1.380195207,6702,2,4105.5
3366,10.1016/j.eswa.2009.09.001,1,8726.5,0.152934372,3367,1.380195207,6702,2,4105.5
3367,10.1007/s10961-017-9557-0,1,8726.5,0.152934372,3367,1.380195207,6702,2,4105.5
3368,10.1145/2645710.2645749,1,8726.5,0.152934223,3370.5,1.38941496,5881.5,2,4105.5
3369,10.1016/j.neucom.2011.04.039,1,8726.5,0.152934223,3370.5,1.38941496,5881.5,2,4105.5
3370,10.1145/1281192.1281247,1,8726.5,0.152934223,3370.5,1.38941496,5881.5,2,4105.5
3371,10.1145/1645953.1646207,1,8726.5,0.152934223,3370.5,1.38941496,5881.5,2,4105.5
3372,10.1007/s11192-011-0449-z,6,723.5,0.152931392,3373,1.720434414,834,6,987.5
3373,10.1002/ca.22439,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3374,10.1016/j.respol.2016.01.007,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3375,10.1002/ar.b.20121,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3376,10.1016/j.respol.2009.09.013,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3377,10.1002/art.22374,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3378,10.1590/S0102-76382011000100018,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3379,10.1214/ss/1177012580,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3380,10.1177/016555159402000107,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3381,10.1136/jnnp.74.12.1614,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3382,10.1136/bmj.39308.380567.AD,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3383,10.1002/ca.22426,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3384,10.1177/053901899038001003,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3385,10.1136/bmj.39308.342639.AD,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3386,10.1093/rheumatology/kel259,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3387,10.1007/s11192-011-0393-y,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3388,10.1007/s11192-013-1091-8,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3389,10.1007/s11192-017-2568-7,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3390,10.1007/s11192-007-1979-2,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3391,10.1108/00220410410568115,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3392,10.1016/S0020-1383(00)00013-9,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3393,10.1097/00124743-200002000-00009,1,8726.5,0.152931213,3384,1.375086574,7199.5,1,9216
3394,10.1007/s11192-017-2289-y,2,3319,0.152930602,3395,1.401211457,4986,2,4105.5
3395,10.1016/j.joi.2018.09.003,1,8726.5,0.152929634,3396,1.379266646,6847,2,4105.5
3396,10.1177/1354066113495482,1,8726.5,0.152928174,3397,1.379422322,6768.5,1,9216
3397,10.1162/qss_a_00021,3,1999.5,0.15292798,3398,1.434845786,3633,3,2518
3398,10.1016/j.brat.2016.11.001,1,8726.5,0.152927861,3399,1.379369509,6793,1,9216
3399,10.1007/s11192-015-1703-6,2,3319,0.152927175,3400,1.448972032,3205,2,4105.5
3400,10.1002/asi.23619,3,1999.5,0.152927071,3401,1.497847805,2257,3,2518
3401,10.3152/095820208X331685,2,3319,0.152926251,3402,1.4581592,2964.5,3,2518
3402,10.1002/asi.10230,3,1999.5,0.152925715,3403,1.479054385,2560,3,2518
3403,10.1093/biomet/75.2.335,1,8726.5,0.15292567,3406,1.378055876,6951.5,1,9216
3404,10.1353/jda.2005.0015,1,8726.5,0.15292567,3406,1.378055876,6951.5,1,9216
